State,State_FIPS,Region,Year,Month,DailywoBoard_final,HourlyComposite_final,MonthlyComposite_final,TotalHiredSeasonal_final,Mexican_final,HiredWorkersonFarms_final,Local_final,Intrastate_final,Interstate_final,TotalForeign_final,Jamaican_final,Bahamian_final,BWIOthers_final,BWI_final,Canadian_final,CanadianOthers_final,PuertoRican_final,OtherForeign_final,TotalAg_final,Nonlocal_final,Farmworkers_Total,Farmworkers_Family,Farmworkers_Hired,Petroleum,Tractors,Cotton_machine,Sugarbeet_machine,Sugarbeet_monogerm,SugarBeets,Cotton,Tomatoes_total,Lettuce,Strawberries_total,Citrus,Cantaloupes,BrusselsSprouts,Asparagus_total,Celery,Cucumbers_pickle,Tomatoes_fresh,Tomatoes_proc,Strawberries_fresh,Strawberries_proc,Asparagus_fresh,Asparagus_proc,TotalHiredSeasonal_dual,TotalHiredSeasonal_HP,TotalAg_dual,TotalAg_HP,Mexican_dual,Mexican_HP,TotalForeign_dual,TotalForeign_HP,TotalDomestic_dual,Local_dual,Local_HP,Intrastate_dual,Intrastate_HP,Interstate_dual,Interstate_HP,Jamaican_dual,Jamaican_HP,Bahamian_dual,Bahamian_HP,BWI_dual,BWI_HP,Canadian_dual,Canadian_HP,PuertoRican_dual,PuertoRican_HP,OtherForeign_dual,OtherForeign_HP,cropland_1954,State_name,pop1950
IN,18,3.0,1961,11.0,,,,201.0,0.0,,0.0,0.0,201.0,0.0,,,,0.0,,0,0.0,,,,203,180,23,,,,,,,,292864.0,,0.0,,48,,0.0,,,1064.0,291800,,,,,201,,,,0,,0,,201,0,,0,,201,,,,,,0,,,,0,,,,11333000,Indiana,3934224
IN,18,3.0,1960,10.0,8.3,0.861,,2110.0,159.0,252000.0,1080.0,0.0,671.0,338.0,,,,179.0,,0,21.0,,,,222,188,34,,,,,,,,285008.0,,0.0,,60,,0.0,,,1008.0,284000,0,,,,2110,,,,159,,338,,1772,1080,,0,,671,,,,,,179,,,,21,,,,11333000,Indiana,3934224
IN,18,3.0,1973,1.0,14.8,,,,,53000.0,,,,,,,,,,,,,,,120,114,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1944,9.0,,,,,108.0,,,,,,483.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,,,,,,,,,,,483,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,,1967,12.0,,,,,,,,,,,,,,,,,,,,,118,109,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1950,10.0,5.8,0.656,,,0.0,402000.0,,,1991.0,,0.0,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,1991,,0.0,0.0,0.0,,,,0,,0,,,11333000,Indiana,3934224
IN,18,3.0,1951,1.0,5.8,0.563,,,,118000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1957,8.0,,,,9052.0,681.0,,2021.0,0.0,3188.0,903.0,,,222,,,,39.0,,6151.0,,249,210,39,,,,,,,,208008.0,,0.0,,55,,0.0,,68,1008.0,207000,0,,,,9052,,6151,,681,,903,,5248,2021,,0,,3188,,,,,,,,,,39,,,,11333000,Indiana,3934224
IN,18,3.0,1971,4.0,13.9,1.16,,,,68000.0,465.0,0.0,101.0,,,,,,,,0.0,,,,136,125,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566,465,,0,,101,,,,,,,,,,0,,,,11333000,Indiana,3934224
IN,18,3.0,1947,9.0,,,,,220.0,,,,,337.0,,117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,,337,,,,,,,,,,,117.0,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1956,6.0,,,,5549.0,29.0,,1697.0,0.0,2841.0,262.0,,,233,,,,8.0,,4808.0,,,,,,,,,,,,349808.0,,288.0,,54,,586.0,,39,1008.0,348800,288,,56.0,530,5549,,4808,,29,,262,,4546,1697,,0,,2841,,,,,,,,,,8,,,,11333000,Indiana,3934224
IN,18,3.0,1969,3.0,,,,,,,,,,,,,,,,,,,,,121,113,8,65219000,174055,,,,,,264200.0,,0.0,,,,0.0,,,,264200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1953,5.0,,,,2509.0,0.0,,1223.0,0.0,1271.0,,,,0,134.0,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2509,,,,0,16,,,,1223,,0,,1271,1260,,,,,,134,,,15,15,,,11333000,Indiana,3934224
IN,18,3.0,1965,10.0,9.8,0.993,,1678.0,0.0,171000.0,712.0,0.0,966.0,0.0,,,,0.0,,,0.0,0.0,,,177,152,25,,,,,,,,300300.0,,0.0,,30,,0.0,,,,300300,,,,,1678,,,,0,,0,,1678,712,,0,,966,,,,,,0,,,,0,,0.0,,11333000,Indiana,3934224
IN,18,3.0,1943,9.0,,,,,,,,,,,220.0,121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,,121.0,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1962,5.0,,,,2769.0,0.0,,1687.0,0.0,1082.0,0.0,,,,0.0,,0,0.0,,,,242,215,27,,,,,,,,342464.0,,0.0,,52,,0.0,,,1064.0,341400,,,,,2769,,,,0,,0,,2769,1687,,0,,1082,,,,,,0,,,,0,,,,11333000,Indiana,3934224
IN,18,3.0,1967,7.0,11.3,1.08,,4049.0,,153000.0,1077.0,0.0,2972.0,0.0,,,,,,,0.0,,,,142,125,17,,,,,,,,297900.0,,0.0,,,,0.0,,,,297900,,,,,4049,,,,,,0,,4049,1077,,0,,2972,,,,,,,,,,0,,,,11333000,Indiana,3934224
IN,18,3.0,1945,6.0,,,,,205.0,,,,,1585.0,477.0,3.0,,,,,,900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,,1585,,,,,,,,,477,,3.0,,,,,,,,900.0,,11333000,Indiana,3934224
IN,18,3.0,1960,4.0,8.1,0.681,,,,118000.0,,,,,,,,,,,,,,,235,207,28,,,,,,,,285008.0,,0.0,,60,,0.0,,,1008.0,284000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1967,9.0,,,,9628.0,,,835.0,0.0,8793.0,0.0,,,,,,,0.0,,,,135,118,17,,,,,,,,297900.0,,0.0,,,,0.0,,,,297900,,,,,9628,,,,,,0,,9628,835,,0,,8793,,,,,,,,,,0,,,,11333000,Indiana,3934224
IN,18,3.0,1961,6.0,,,,3626.0,0.0,,1765.0,0.0,1836.0,0.0,,,,0.0,,0,25.0,,,,267,229,38,,,,,,,,292864.0,,0.0,,48,,0.0,,,1064.0,291800,,,,,3626,,,,0,,0,,3626,1765,,0,,1836,,,,,,0,,,,25,,,,11333000,Indiana,3934224
IN,18,3.0,1952,8.0,,,,,300.0,,,,8911.0,,,,,251.0,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,8911,,,,,,251,,,,12,,,11333000,Indiana,3934224
IN,18,3.0,1962,9.0,,,,12083.0,160.0,,2381.0,0.0,9103.0,599.0,,,,439.0,,0,16.0,,,,204,163,41,,,,,,,,342464.0,,0.0,,52,,0.0,,,1064.0,341400,,,,,12083,,,,160,,599,,11484,2381,,0,,9103,,,,,,439,,,,16,,,,11333000,Indiana,3934224
IN,18,3.0,1964,5.0,,,,1442.0,0.0,,639.0,0.0,803.0,0.0,,,,0.0,,0,0.0,,,,215,191,24,58496859,1818086,,,,,,204200.0,,0.0,,28,,0.0,,,,204200,,,,,1442,,,,0,,0,,1442,639,,0,,803,,,,,,0,,,,0,,,,11333000,Indiana,3934224
IN,18,3.0,1946,2.0,,,,,,,,,,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,6,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1973,5.0,,,,,,,758.0,0.0,737.0,,,,,,,,0.0,,,,172,156,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1495,758,,0,,737,,,,,,,,,,0,,,,11333000,Indiana,3934224
IN,18,3.0,1969,8.0,,,,,,,1244.0,0.0,4473.0,,,,,,,,0.0,,,,130,117,13,65219000,174055,,,,,,264200.0,,0.0,,,,0.0,,,,264200,,,,,,,,,,,,,5717,1244,,0,,4473,,,,,,,,,,0,,,,11333000,Indiana,3934224
IN,18,3.0,1972,6.0,,,,,,,938.0,317.0,979.0,,,,,,,,0.0,,,,157,136,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2234,938,,317,,979,,,,,,,,,,0,,,,11333000,Indiana,3934224
IN,18,,1958,2.0,,,,,,,,,,,,,,,,,,,,,203,190,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1950,1.0,5.4,0.528,,,,116000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1968,6.0,,,,,,,789.0,0.0,2388.0,,,,,,,,0.0,,,,153,133,20,,,,,,,,286200.0,,0.0,,,,0.0,,,,286200,,,,,,,,,,,,,3177,789,,0,,2388,,,,,,,,,,0,,,,11333000,Indiana,3934224
IN,18,3.0,1969,2.0,,,,,,,,,,,,,,,,,,,,,111,106,5,65219000,174055,,,,,,264200.0,,0.0,,,,0.0,,,,264200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1960,5.0,,,,1508.0,0.0,,682.0,0.0,795.0,0.0,,,,0.0,,0,31.0,,,,251,221,30,,,,,,,,285008.0,,0.0,,60,,0.0,,,1008.0,284000,0,,,,1508,,,,0,,0,,1508,682,,0,,795,,,,,,0,,,,31,,,,11333000,Indiana,3934224
IN,18,3.0,1969,9.0,,,,9411.0,,,1112.0,0.0,8299.0,0.0,,,,,,,0.0,,,,129,114,15,65219000,174055,,,,,,264200.0,,0.0,,,,0.0,,,,264200,,,,,9411,,,,,,0,,9411,1112,,0,,8299,,,,,,,,,,0,,,,11333000,Indiana,3934224
IN,18,3.0,1945,9.0,,,,,492.0,,,,,1588.0,491.0,2.0,,,,,,603.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492,,1588,,,,,,,,,491,,2.0,,,,,,,,603.0,,11333000,Indiana,3934224
IN,18,3.0,1957,4.0,7.6,0.648,,,,144000.0,,,,,,,,,,,,,,,,,,,,,,,,,208008.0,,0.0,,55,,0.0,,68,1008.0,207000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1947,12.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1.0,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1953,7.0,6.8,0.739,,,409.0,344000.0,,,2506.0,,,,,289.0,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409,,,,,,,,,2506,,,,,,289,,,,15,,,11333000,Indiana,3934224
IN,18,3.0,1966,8.0,,,,5236.0,0.0,,1276.0,0.0,2960.0,0.0,,,,0.0,,,0.0,0.0,,,158,138,20,,,,,,,,190300.0,,0.0,,25,,0.0,,,,190300,,,,,5236,,,,0,,0,,5236,1276,,0,,2960,,,,,,0,,,,0,,0.0,,11333000,Indiana,3934224
IN,18,3.0,1951,4.0,6.2,0.518,,,,171000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1969,11.0,,,,,,,,,,,,,,,,,,,,,119,110,9,65219000,174055,,,,,,264200.0,,0.0,,,,0.0,,,,264200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1945,4.0,4.55,,77.9,,,183000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1970,7.0,13.4,1.33,,,,137000.0,2731.0,0.0,2935.0,,,,,,,,20.0,,,,137,122,15,,,,,,,,295200.0,,0.0,,,,0.0,,,,295200,,,,,,,,,,,,,5666,2731,,0,,2935,,,,,,,,,,20,,,,11333000,Indiana,3934224
IN,18,3.0,1960,7.0,8.2,0.826,,3558.0,165.0,259000.0,1758.0,0.0,1566.0,177.0,,,,12.0,,0,57.0,,,,255,212,43,,,,,,,,285008.0,,0.0,,60,,0.0,,,1008.0,284000,0,,,,3558,,,,165,,177,,3381,1758,,0,,1566,,,,,,12,,,,57,,,,11333000,Indiana,3934224
IN,18,3.0,1943,10.0,4.05,,65.5,,,312000.0,,,,,42.0,11.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,11.0,,,,0,,,,,,11333000,Indiana,3934224
IN,18,3.0,1973,7.0,16.6,,,,,141000.0,2588.0,0.0,1459.0,,,,,,,,16.0,,,,152,135,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4047,2588,,0,,1459,,,,,,,,,,16,,,,11333000,Indiana,3934224
IN,18,3.0,1971,11.0,,,,,,,,,,,,,,,,,,,,,121,110,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1974,1.0,15.9,,,,,54000.0,,,,,,,,,,,,,,,,,,108634000,167382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1967,1.0,10.3,1.0,,,,63000.0,,,,,,,,,,,,,,,116,112,4,,,,,,,,297900.0,,0.0,,,,0.0,,,,297900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1960,1.0,8.0,0.792,,,,103000.0,,,,,,,,,,,,,,,170,160,10,,,,,,,,285008.0,,0.0,,60,,0.0,,,1008.0,284000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1965,2.0,,,,,,,,,,,,,,,,,,,,,144,137,7,,,,,,,,300300.0,,0.0,,30,,0.0,,,,300300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1947,5.0,,,,,85.0,,,,,144.0,,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,144,,,,,,,,,,,59.0,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1960,8.0,,,,7510.0,612.0,,2573.0,0.0,4228.0,658.0,,,,46.0,,0,51.0,,,,233,195,38,,,,,,,,285008.0,,0.0,,60,,0.0,,,1008.0,284000,0,,,,7510,,,,612,,658,,6852,2573,,0,,4228,,,,,,46,,,,51,,,,11333000,Indiana,3934224
IN,18,3.0,1965,8.0,,,,7338.0,0.0,,1634.0,0.0,5704.0,0.0,,,,0.0,,,0.0,0.0,,,181,157,24,,,,,,,,300300.0,,0.0,,30,,0.0,,,,300300,,,,,7338,,,,0,,0,,7338,1634,,0,,5704,,,,,,0,,,,0,,0.0,,11333000,Indiana,3934224
IN,18,3.0,1953,10.0,7.0,0.773,,,0.0,276000.0,,,706.0,,,,,0.0,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,706,,,,,,0,,,,23,,,11333000,Indiana,3934224
IN,18,3.0,1945,5.0,,,,,150.0,,,,,669.0,288.0,3.0,,,,,,228.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,,669,,,,,,,,,288,,3.0,,,,,,,,228.0,,11333000,Indiana,3934224
IN,18,3.0,1962,1.0,8.2,0.803,,,,95000.0,,,,,,,,,,,,,,,167,158,9,,,,,,,,342464.0,,0.0,,52,,0.0,,,1064.0,341400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,,1961,3.0,,,,,,,,,,,,,,,,,,,,,197,183,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1970,6.0,,,,2986.0,,,849.0,0.0,2137.0,0.0,,,,,,,0.0,,,,146,123,23,,,,,,,,295200.0,,0.0,,,,0.0,,,,295200,,,,,2986,,,,,,0,,2986,849,,0,,2137,,,,,,,,,,0,,,,11333000,Indiana,3934224
IN,18,3.0,1961,5.0,,,,898.0,0.0,,417.0,0.0,481.0,0.0,,,,0.0,,0,0.0,,,,254,221,33,,,,,,,,292864.0,,0.0,,48,,0.0,,,1064.0,291800,,,,,898,,,,0,,0,,898,417,,0,,481,,,,,,0,,,,0,,,,11333000,Indiana,3934224
IN,18,3.0,1946,11.0,,,,,,,,,,11.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,11,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1969,7.0,12.9,1.27,,,,107000.0,2431.0,0.0,2818.0,,,,,,,,0.0,,,,136,120,16,65219000,174055,,,,,,264200.0,,0.0,,,,0.0,,,,264200,,,,,,,,,,,,,5249,2431,,0,,2818,,,,,,,,,,0,,,,11333000,Indiana,3934224
IN,18,3.0,1965,9.0,,,,9852.0,0.0,,1560.0,0.0,8292.0,0.0,,,,0.0,,,0.0,0.0,,,172,146,26,,,,,,,,300300.0,,0.0,,30,,0.0,,,,300300,,,,,9852,,,,0,,0,,9852,1560,,0,,8292,,,,,,0,,,,0,,0.0,,11333000,Indiana,3934224
IN,18,3.0,1950,6.0,,,,,0.0,,,,2355.0,,0.0,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,2355,,0.0,0.0,0.0,,,,0,,0,,,11333000,Indiana,3934224
IN,18,3.0,1950,8.0,,,,,0.0,,,,5291.0,,60.0,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,5291,,60.0,0.0,0.0,,,,0,,0,,,11333000,Indiana,3934224
IN,18,,1962,3.0,,,,,,,,,,,,,,,,,,,,,194,179,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1945,7.0,4.8,,80.2,,205.0,269000.0,,,,1191.0,317.0,2.0,,,,,,667.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,,1191,,,,,,,,,317,,2.0,,,,,,,,667.0,,11333000,Indiana,3934224
IN,18,3.0,1945,11.0,,,,,,,,,,127.0,75.0,2.0,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,,,,,,,,,75,,2.0,,,,,,,,50.0,,11333000,Indiana,3934224
IN,18,3.0,1944,10.0,4.45,,74.5,,,274000.0,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1964,10.0,9.4,0.953,,1704.0,8.0,489000.0,1093.0,0.0,603.0,8.0,,,,0.0,,,0.0,0.0,,,193,161,32,58496859,1818086,,,,,,204200.0,,0.0,,28,,0.0,,,,204200,,,,,1704,,,,8,,8,,1696,1093,,0,,603,,,,,,0,,,,0,,0.0,,11333000,Indiana,3934224
IN,18,3.0,1954,5.0,,,,1738.0,0.0,,940.0,0.0,781.0,0.0,,,0,,,,17.0,,1738.0,,,,,47251076,176016,,,,,,,,,,,,,,,,,,,,,1738,,1738,,0,,0,,1738,940,,0,,781,,,,,,,,,,17,,,,11333000,Indiana,3934224
IN,18,3.0,1968,12.0,,,,,,,,,,,,,,,,,,,,,113,107,6,,,,,,,,286200.0,,0.0,,,,0.0,,,,286200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1972,2.0,,,,,,,,,,,,,,,,,,,,,108,104,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1959,6.0,,,,4013.0,60.0,,1713.0,0.0,1964.0,262.0,,,,202.0,,0,74.0,,,,283,241,42,53151601,186853,,,,,,267320.0,,0.0,,65,,0.0,,,1120.0,266200,0,,,,4013,,,,60,,262,,3751,1713,,0,,1964,,,,,,202,,,,74,,,,11333000,Indiana,3934224
IN,18,3.0,1948,10.0,6.2,0.663,104.0,,,284000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1953,8.0,,,,17514.0,409.0,,1711.0,0.0,6432.0,698.0,,,289,382.0,,,29.0,,8870.0,,,,,,,,,,,,,,,,,,,,,,,,,,,17514,,8870,,409,7,698,,8172,1711,,0,,6432,7794,,,,,,382,,,29,29,,,11333000,Indiana,3934224
IN,18,,1973,8.0,,,,,,,,,,,,,,,,,,,,,152,135,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1972,7.0,14.8,,,,,130000.0,2196.0,0.0,1499.0,,,,,,,,15.0,,,,158,141,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3695,2196,,0,,1499,,,,,,,,,,15,,,,11333000,Indiana,3934224
IN,18,3.0,1944,8.0,,,,,108.0,,,,,,588.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,,,,,,,,,,,588,,,,0,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1964,4.0,9.0,0.746,,542.0,0.0,107000.0,294.0,0.0,248.0,0.0,,,,0.0,,0,0.0,,,,196,177,19,58496859,1818086,,,,,,204200.0,,0.0,,28,,0.0,,,,204200,,,,,542,,,,0,,0,,542,294,,0,,248,,,,,,0,,,,0,,,,11333000,Indiana,3934224
IN,18,3.0,1968,4.0,11.1,0.936,,,,77000.0,,,,,,,,,,,,,,,132,122,10,,,,,,,,286200.0,,0.0,,,,0.0,,,,286200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,,1961,12.0,,,,,,,,,,,,,,,,,,,,,181,167,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1967,4.0,10.7,0.877,,,,76000.0,,,,,,,,,,,,,,,132,120,12,,,,,,,,297900.0,,0.0,,,,0.0,,,,297900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1949,7.0,5.6,0.5830000042915344,,,,317000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1960,9.0,,,,12496.0,250.0,,3275.0,0.0,7810.0,1380.0,,,,1130.0,,0,31.0,,,,227,182,45,,,,,,,,285008.0,,0.0,,60,,0.0,,,1008.0,284000,0,,,,12496,,,,250,,1380,,11116,3275,,0,,7810,,,,,,1130,,,,31,,,,11333000,Indiana,3934224
IN,18,3.0,1969,12.0,,,,,,,,,,,,,,,,,,,,,112,106,6,65219000,174055,,,,,,264200.0,,0.0,,,,0.0,,,,264200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1969,4.0,12.7,1.03,,,,72000.0,230.0,0.0,271.0,,,,,,,,0.0,,,,126,116,10,65219000,174055,,,,,,264200.0,,0.0,,,,0.0,,,,264200,,,,,,,,,,,,,501,230,,0,,271,,,,,,,,,,0,,,,11333000,Indiana,3934224
IN,18,3.0,1942,4.0,2.65,,46.5,,,247000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1964,12.0,,,,,,,,,,,,,,,,,,,,,144,132,12,58496859,1818086,,,,,,204200.0,,0.0,,28,,0.0,,,,204200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1962,6.0,,,,4203.0,0.0,,1617.0,0.0,2586.0,0.0,,,,0.0,,0,,,,,252,212,40,,,,,,,,342464.0,,0.0,,52,,0.0,,,1064.0,341400,,,,,4203,,,,0,,0,,4203,1617,,0,,2586,,,,,,0,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1964,8.0,,,,4928.0,263.0,,1334.0,0.0,3331.0,263.0,,,,0.0,,0,0.0,,,,185,160,25,58496859,1818086,,,,,,204200.0,,0.0,,28,,0.0,,,,204200,,,,,4928,,,,263,,263,,4665,1334,,0,,3331,,,,,,0,,,,0,,,,11333000,Indiana,3934224
IN,18,3.0,1955,6.0,,,,4274.0,0.0,,1260.0,0.0,2123.0,167.0,,,167,,,,5.0,,3555.0,,,,,,,,,,,,254720.0,,468.0,,62,,712.0,,62,1120.0,253600,468,,112.0,600,4274,,3555,,0,,167,,3388,1260,,0,,2123,,,,,,,,,,5,,,,11333000,Indiana,3934224
IN,18,3.0,1967,3.0,,,,,,,,,,,,,,,,,,,,,122,113,9,,,,,,,,297900.0,,0.0,,,,0.0,,,,297900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1972,12.0,,,,,,,,,,,,,,,,,,,,,127,119,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,,1962,2.0,,,,,,,,,,,,,,,,,,,,,177,165,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1973,2.0,,,,,,,,,,,,,,,,,,,,,125,119,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1966,10.0,10.5,1.03,,4320.0,,153000.0,903.0,0.0,3417.0,0.0,,,,,,,0.0,,,,168,147,21,,,,,,,,190300.0,,0.0,,25,,0.0,,,,190300,,,,,4320,,,,,,0,,4320,903,,0,,3417,,,,,,,,,,0,,,,11333000,Indiana,3934224
IN,18,3.0,1947,11.0,,,,,3.0,,,,,14.0,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,14,,,,,,,,,,,11.0,,,,,,,,,,11333000,Indiana,3934224
IN,18,3.0,1969,5.0,,,,2102.0,,,652.0,0.0,1450.0,0.0,,,,,,,0.0,,,,136,125,11,65219000,174055,,,,,,264200.0,,0.0,,,,0.0,,,,264200,,,,,2102,,,,,,0,,2102,652,,0,,1450,,,,,,,,,,0,,,,11333000,Indiana,3934224
IN,18,3.0,1965,5.0,,,,2017.0,0.0,,1109.0,0.0,908.0,0.0,,,,0.0,,,0.0,0.0,,,188,165,23,,,,,,,,300300.0,,0.0,,30,,0.0,,,,300300,,,,,2017,,,,0,,0,,2017,1109,,0,,908,,,,,,0,,,,0,,0.0,,11333000,Indiana,3934224
